x,y,prim,raw
12,154,LUT,SLICE_X12Y154
13,154,LUT,SLICE_X13Y154
15,154,LUT,SLICE_X15Y154
17,154,LUT,SLICE_X17Y154
18,154,LUT,SLICE_X18Y154
21,154,LUT,SLICE_X21Y154
22,154,LUT,SLICE_X22Y154
23,154,LUT,SLICE_X23Y154
25,154,LUT,SLICE_X25Y154
26,154,LUT,SLICE_X26Y154
27,154,LUT,SLICE_X27Y154
30,154,LUT,SLICE_X30Y154
32,154,LUT,SLICE_X32Y154
33,154,LUT,SLICE_X33Y154
35,154,LUT,SLICE_X35Y154
36,154,LUT,SLICE_X36Y154
38,154,LUT,SLICE_X38Y154
41,154,LUT,SLICE_X41Y154
44,154,LUT,SLICE_X44Y154
46,154,LUT,SLICE_X46Y154
47,154,LUT,SLICE_X47Y154
0,153,LUT,SLICE_X0Y153
2,153,LUT,SLICE_X2Y153
3,153,LUT,SLICE_X3Y153
6,153,LUT,SLICE_X6Y153
7,153,LUT,SLICE_X7Y153
8,153,LUT,SLICE_X8Y153
10,153,LUT,SLICE_X10Y153
11,153,LUT,SLICE_X11Y153
12,153,LUT,SLICE_X12Y153
13,153,LUT,SLICE_X13Y153
15,153,LUT,SLICE_X15Y153
17,153,LUT,SLICE_X17Y153
18,153,LUT,SLICE_X18Y153
21,153,LUT,SLICE_X21Y153
22,153,LUT,SLICE_X22Y153
23,153,LUT,SLICE_X23Y153
25,153,LUT,SLICE_X25Y153
26,153,LUT,SLICE_X26Y153
27,153,LUT,SLICE_X27Y153
30,153,LUT,SLICE_X30Y153
32,153,LUT,SLICE_X32Y153
33,153,LUT,SLICE_X33Y153
35,153,LUT,SLICE_X35Y153
36,153,LUT,SLICE_X36Y153
38,153,LUT,SLICE_X38Y153
41,153,LUT,SLICE_X41Y153
44,153,LUT,SLICE_X44Y153
46,153,LUT,SLICE_X46Y153
47,153,LUT,SLICE_X47Y153
0,152,LUT,SLICE_X0Y152
2,152,LUT,SLICE_X2Y152
3,152,LUT,SLICE_X3Y152
6,152,LUT,SLICE_X6Y152
7,152,LUT,SLICE_X7Y152
8,152,LUT,SLICE_X8Y152
10,152,LUT,SLICE_X10Y152
11,152,LUT,SLICE_X11Y152
12,152,LUT,SLICE_X12Y152
13,152,LUT,SLICE_X13Y152
15,152,LUT,SLICE_X15Y152
17,152,LUT,SLICE_X17Y152
18,152,LUT,SLICE_X18Y152
21,152,LUT,SLICE_X21Y152
22,152,LUT,SLICE_X22Y152
23,152,LUT,SLICE_X23Y152
25,152,LUT,SLICE_X25Y152
26,152,LUT,SLICE_X26Y152
27,152,LUT,SLICE_X27Y152
30,152,LUT,SLICE_X30Y152
32,152,LUT,SLICE_X32Y152
33,152,LUT,SLICE_X33Y152
35,152,LUT,SLICE_X35Y152
36,152,LUT,SLICE_X36Y152
38,152,LUT,SLICE_X38Y152
41,152,LUT,SLICE_X41Y152
44,152,LUT,SLICE_X44Y152
46,152,LUT,SLICE_X46Y152
47,152,LUT,SLICE_X47Y152
0,151,LUT,SLICE_X0Y151
2,151,LUT,SLICE_X2Y151
3,151,LUT,SLICE_X3Y151
6,151,LUT,SLICE_X6Y151
7,151,LUT,SLICE_X7Y151
8,151,LUT,SLICE_X8Y151
10,151,LUT,SLICE_X10Y151
11,151,LUT,SLICE_X11Y151
12,151,LUT,SLICE_X12Y151
13,151,LUT,SLICE_X13Y151
15,151,LUT,SLICE_X15Y151
17,151,LUT,SLICE_X17Y151
18,151,LUT,SLICE_X18Y151
21,151,LUT,SLICE_X21Y151
22,151,LUT,SLICE_X22Y151
23,151,LUT,SLICE_X23Y151
25,151,LUT,SLICE_X25Y151
26,151,LUT,SLICE_X26Y151
27,151,LUT,SLICE_X27Y151
30,151,LUT,SLICE_X30Y151
32,151,LUT,SLICE_X32Y151
33,151,LUT,SLICE_X33Y151
35,151,LUT,SLICE_X35Y151
36,151,LUT,SLICE_X36Y151
38,151,LUT,SLICE_X38Y151
41,151,LUT,SLICE_X41Y151
44,151,LUT,SLICE_X44Y151
46,151,LUT,SLICE_X46Y151
47,151,LUT,SLICE_X47Y151
0,150,LUT,SLICE_X0Y150
2,150,LUT,SLICE_X2Y150
3,150,LUT,SLICE_X3Y150
6,150,LUT,SLICE_X6Y150
7,150,LUT,SLICE_X7Y150
8,150,LUT,SLICE_X8Y150
10,150,LUT,SLICE_X10Y150
11,150,LUT,SLICE_X11Y150
12,150,LUT,SLICE_X12Y150
13,150,LUT,SLICE_X13Y150
15,150,LUT,SLICE_X15Y150
17,150,LUT,SLICE_X17Y150
18,150,LUT,SLICE_X18Y150
21,150,LUT,SLICE_X21Y150
22,150,LUT,SLICE_X22Y150
23,150,LUT,SLICE_X23Y150
25,150,LUT,SLICE_X25Y150
26,150,LUT,SLICE_X26Y150
27,150,LUT,SLICE_X27Y150
30,150,LUT,SLICE_X30Y150
32,150,LUT,SLICE_X32Y150
33,150,LUT,SLICE_X33Y150
35,150,LUT,SLICE_X35Y150
36,150,LUT,SLICE_X36Y150
38,150,LUT,SLICE_X38Y150
41,150,LUT,SLICE_X41Y150
44,150,LUT,SLICE_X44Y150
46,150,LUT,SLICE_X46Y150
47,150,LUT,SLICE_X47Y150
0,149,LUT,SLICE_X0Y149
2,149,LUT,SLICE_X2Y149
3,149,LUT,SLICE_X3Y149
6,149,LUT,SLICE_X6Y149
7,149,LUT,SLICE_X7Y149
8,149,LUT,SLICE_X8Y149
10,149,LUT,SLICE_X10Y149
11,149,LUT,SLICE_X11Y149
12,149,LUT,SLICE_X12Y149
13,149,LUT,SLICE_X13Y149
15,149,LUT,SLICE_X15Y149
17,149,LUT,SLICE_X17Y149
18,149,LUT,SLICE_X18Y149
21,149,LUT,SLICE_X21Y149
22,149,LUT,SLICE_X22Y149
23,149,LUT,SLICE_X23Y149
25,149,LUT,SLICE_X25Y149
26,149,LUT,SLICE_X26Y149
27,149,LUT,SLICE_X27Y149
30,149,LUT,SLICE_X30Y149
32,149,LUT,SLICE_X32Y149
33,149,LUT,SLICE_X33Y149
35,149,LUT,SLICE_X35Y149
36,149,LUT,SLICE_X36Y149
38,149,LUT,SLICE_X38Y149
41,149,LUT,SLICE_X41Y149
44,149,LUT,SLICE_X44Y149
46,149,LUT,SLICE_X46Y149
47,149,LUT,SLICE_X47Y149
0,148,LUT,SLICE_X0Y148
2,148,LUT,SLICE_X2Y148
3,148,LUT,SLICE_X3Y148
6,148,LUT,SLICE_X6Y148
7,148,LUT,SLICE_X7Y148
8,148,LUT,SLICE_X8Y148
10,148,LUT,SLICE_X10Y148
11,148,LUT,SLICE_X11Y148
12,148,LUT,SLICE_X12Y148
13,148,LUT,SLICE_X13Y148
15,148,LUT,SLICE_X15Y148
17,148,LUT,SLICE_X17Y148
18,148,LUT,SLICE_X18Y148
21,148,LUT,SLICE_X21Y148
22,148,LUT,SLICE_X22Y148
23,148,LUT,SLICE_X23Y148
25,148,LUT,SLICE_X25Y148
26,148,LUT,SLICE_X26Y148
27,148,LUT,SLICE_X27Y148
30,148,LUT,SLICE_X30Y148
32,148,LUT,SLICE_X32Y148
33,148,LUT,SLICE_X33Y148
35,148,LUT,SLICE_X35Y148
36,148,LUT,SLICE_X36Y148
38,148,LUT,SLICE_X38Y148
41,148,LUT,SLICE_X41Y148
44,148,LUT,SLICE_X44Y148
46,148,LUT,SLICE_X46Y148
47,148,LUT,SLICE_X47Y148
0,147,LUT,SLICE_X0Y147
2,147,LUT,SLICE_X2Y147
3,147,LUT,SLICE_X3Y147
6,147,LUT,SLICE_X6Y147
7,147,LUT,SLICE_X7Y147
8,147,LUT,SLICE_X8Y147
10,147,LUT,SLICE_X10Y147
11,147,LUT,SLICE_X11Y147
12,147,LUT,SLICE_X12Y147
13,147,LUT,SLICE_X13Y147
15,147,LUT,SLICE_X15Y147
17,147,LUT,SLICE_X17Y147
18,147,LUT,SLICE_X18Y147
21,147,LUT,SLICE_X21Y147
22,147,LUT,SLICE_X22Y147
23,147,LUT,SLICE_X23Y147
25,147,LUT,SLICE_X25Y147
26,147,LUT,SLICE_X26Y147
27,147,LUT,SLICE_X27Y147
30,147,LUT,SLICE_X30Y147
32,147,LUT,SLICE_X32Y147
33,147,LUT,SLICE_X33Y147
35,147,LUT,SLICE_X35Y147
36,147,LUT,SLICE_X36Y147
38,147,LUT,SLICE_X38Y147
41,147,LUT,SLICE_X41Y147
44,147,LUT,SLICE_X44Y147
46,147,LUT,SLICE_X46Y147
47,147,LUT,SLICE_X47Y147
0,146,LUT,SLICE_X0Y146
2,146,LUT,SLICE_X2Y146
3,146,LUT,SLICE_X3Y146
6,146,LUT,SLICE_X6Y146
7,146,LUT,SLICE_X7Y146
8,146,LUT,SLICE_X8Y146
10,146,LUT,SLICE_X10Y146
11,146,LUT,SLICE_X11Y146
12,146,LUT,SLICE_X12Y146
13,146,LUT,SLICE_X13Y146
15,146,LUT,SLICE_X15Y146
17,146,LUT,SLICE_X17Y146
18,146,LUT,SLICE_X18Y146
21,146,LUT,SLICE_X21Y146
22,146,LUT,SLICE_X22Y146
23,146,LUT,SLICE_X23Y146
25,146,LUT,SLICE_X25Y146
26,146,LUT,SLICE_X26Y146
27,146,LUT,SLICE_X27Y146
30,146,LUT,SLICE_X30Y146
32,146,LUT,SLICE_X32Y146
33,146,LUT,SLICE_X33Y146
35,146,LUT,SLICE_X35Y146
36,146,LUT,SLICE_X36Y146
38,146,LUT,SLICE_X38Y146
41,146,LUT,SLICE_X41Y146
44,146,LUT,SLICE_X44Y146
46,146,LUT,SLICE_X46Y146
47,146,LUT,SLICE_X47Y146
0,145,LUT,SLICE_X0Y145
2,145,LUT,SLICE_X2Y145
3,145,LUT,SLICE_X3Y145
6,145,LUT,SLICE_X6Y145
7,145,LUT,SLICE_X7Y145
8,145,LUT,SLICE_X8Y145
10,145,LUT,SLICE_X10Y145
11,145,LUT,SLICE_X11Y145
12,145,LUT,SLICE_X12Y145
13,145,LUT,SLICE_X13Y145
15,145,LUT,SLICE_X15Y145
17,145,LUT,SLICE_X17Y145
18,145,LUT,SLICE_X18Y145
21,145,LUT,SLICE_X21Y145
22,145,LUT,SLICE_X22Y145
23,145,LUT,SLICE_X23Y145
25,145,LUT,SLICE_X25Y145
26,145,LUT,SLICE_X26Y145
27,145,LUT,SLICE_X27Y145
30,145,LUT,SLICE_X30Y145
32,145,LUT,SLICE_X32Y145
33,145,LUT,SLICE_X33Y145
35,145,LUT,SLICE_X35Y145
36,145,LUT,SLICE_X36Y145
38,145,LUT,SLICE_X38Y145
41,145,LUT,SLICE_X41Y145
44,145,LUT,SLICE_X44Y145
46,145,LUT,SLICE_X46Y145
47,145,LUT,SLICE_X47Y145
0,144,LUT,SLICE_X0Y144
2,144,LUT,SLICE_X2Y144
3,144,LUT,SLICE_X3Y144
6,144,LUT,SLICE_X6Y144
7,144,LUT,SLICE_X7Y144
8,144,LUT,SLICE_X8Y144
10,144,LUT,SLICE_X10Y144
11,144,LUT,SLICE_X11Y144
12,144,LUT,SLICE_X12Y144
13,144,LUT,SLICE_X13Y144
15,144,LUT,SLICE_X15Y144
17,144,LUT,SLICE_X17Y144
18,144,LUT,SLICE_X18Y144
21,144,LUT,SLICE_X21Y144
22,144,LUT,SLICE_X22Y144
23,144,LUT,SLICE_X23Y144
25,144,LUT,SLICE_X25Y144
26,144,LUT,SLICE_X26Y144
27,144,LUT,SLICE_X27Y144
30,144,LUT,SLICE_X30Y144
32,144,LUT,SLICE_X32Y144
33,144,LUT,SLICE_X33Y144
35,144,LUT,SLICE_X35Y144
36,144,LUT,SLICE_X36Y144
38,144,LUT,SLICE_X38Y144
41,144,LUT,SLICE_X41Y144
44,144,LUT,SLICE_X44Y144
46,144,LUT,SLICE_X46Y144
47,144,LUT,SLICE_X47Y144
0,143,LUT,SLICE_X0Y143
2,143,LUT,SLICE_X2Y143
3,143,LUT,SLICE_X3Y143
6,143,LUT,SLICE_X6Y143
7,143,LUT,SLICE_X7Y143
8,143,LUT,SLICE_X8Y143
10,143,LUT,SLICE_X10Y143
11,143,LUT,SLICE_X11Y143
12,143,LUT,SLICE_X12Y143
13,143,LUT,SLICE_X13Y143
15,143,LUT,SLICE_X15Y143
17,143,LUT,SLICE_X17Y143
18,143,LUT,SLICE_X18Y143
21,143,LUT,SLICE_X21Y143
22,143,LUT,SLICE_X22Y143
23,143,LUT,SLICE_X23Y143
25,143,LUT,SLICE_X25Y143
26,143,LUT,SLICE_X26Y143
27,143,LUT,SLICE_X27Y143
30,143,LUT,SLICE_X30Y143
32,143,LUT,SLICE_X32Y143
33,143,LUT,SLICE_X33Y143
35,143,LUT,SLICE_X35Y143
36,143,LUT,SLICE_X36Y143
38,143,LUT,SLICE_X38Y143
41,143,LUT,SLICE_X41Y143
44,143,LUT,SLICE_X44Y143
46,143,LUT,SLICE_X46Y143
47,143,LUT,SLICE_X47Y143
0,142,LUT,SLICE_X0Y142
2,142,LUT,SLICE_X2Y142
3,142,LUT,SLICE_X3Y142
6,142,LUT,SLICE_X6Y142
7,142,LUT,SLICE_X7Y142
8,142,LUT,SLICE_X8Y142
10,142,LUT,SLICE_X10Y142
11,142,LUT,SLICE_X11Y142
12,142,LUT,SLICE_X12Y142
13,142,LUT,SLICE_X13Y142
15,142,LUT,SLICE_X15Y142
17,142,LUT,SLICE_X17Y142
18,142,LUT,SLICE_X18Y142
21,142,LUT,SLICE_X21Y142
22,142,LUT,SLICE_X22Y142
23,142,LUT,SLICE_X23Y142
25,142,LUT,SLICE_X25Y142
26,142,LUT,SLICE_X26Y142
27,142,LUT,SLICE_X27Y142
30,142,LUT,SLICE_X30Y142
32,142,LUT,SLICE_X32Y142
33,142,LUT,SLICE_X33Y142
35,142,LUT,SLICE_X35Y142
36,142,LUT,SLICE_X36Y142
38,142,LUT,SLICE_X38Y142
41,142,LUT,SLICE_X41Y142
44,142,LUT,SLICE_X44Y142
46,142,LUT,SLICE_X46Y142
47,142,LUT,SLICE_X47Y142
0,141,LUT,SLICE_X0Y141
2,141,LUT,SLICE_X2Y141
3,141,LUT,SLICE_X3Y141
6,141,LUT,SLICE_X6Y141
7,141,LUT,SLICE_X7Y141
8,141,LUT,SLICE_X8Y141
10,141,LUT,SLICE_X10Y141
11,141,LUT,SLICE_X11Y141
12,141,LUT,SLICE_X12Y141
13,141,LUT,SLICE_X13Y141
15,141,LUT,SLICE_X15Y141
17,141,LUT,SLICE_X17Y141
18,141,LUT,SLICE_X18Y141
21,141,LUT,SLICE_X21Y141
22,141,LUT,SLICE_X22Y141
23,141,LUT,SLICE_X23Y141
25,141,LUT,SLICE_X25Y141
26,141,LUT,SLICE_X26Y141
27,141,LUT,SLICE_X27Y141
30,141,LUT,SLICE_X30Y141
32,141,LUT,SLICE_X32Y141
33,141,LUT,SLICE_X33Y141
35,141,LUT,SLICE_X35Y141
36,141,LUT,SLICE_X36Y141
38,141,LUT,SLICE_X38Y141
41,141,LUT,SLICE_X41Y141
44,141,LUT,SLICE_X44Y141
46,141,LUT,SLICE_X46Y141
47,141,LUT,SLICE_X47Y141
0,140,LUT,SLICE_X0Y140
2,140,LUT,SLICE_X2Y140
3,140,LUT,SLICE_X3Y140
6,140,LUT,SLICE_X6Y140
7,140,LUT,SLICE_X7Y140
8,140,LUT,SLICE_X8Y140
10,140,LUT,SLICE_X10Y140
11,140,LUT,SLICE_X11Y140
12,140,LUT,SLICE_X12Y140
13,140,LUT,SLICE_X13Y140
15,140,LUT,SLICE_X15Y140
17,140,LUT,SLICE_X17Y140
18,140,LUT,SLICE_X18Y140
21,140,LUT,SLICE_X21Y140
22,140,LUT,SLICE_X22Y140
23,140,LUT,SLICE_X23Y140
25,140,LUT,SLICE_X25Y140
26,140,LUT,SLICE_X26Y140
27,140,LUT,SLICE_X27Y140
30,140,LUT,SLICE_X30Y140
32,140,LUT,SLICE_X32Y140
33,140,LUT,SLICE_X33Y140
35,140,LUT,SLICE_X35Y140
36,140,LUT,SLICE_X36Y140
38,140,LUT,SLICE_X38Y140
41,140,LUT,SLICE_X41Y140
44,140,LUT,SLICE_X44Y140
46,140,LUT,SLICE_X46Y140
47,140,LUT,SLICE_X47Y140
0,139,LUT,SLICE_X0Y139
2,139,LUT,SLICE_X2Y139
3,139,LUT,SLICE_X3Y139
6,139,LUT,SLICE_X6Y139
7,139,LUT,SLICE_X7Y139
8,139,LUT,SLICE_X8Y139
10,139,LUT,SLICE_X10Y139
11,139,LUT,SLICE_X11Y139
12,139,LUT,SLICE_X12Y139
13,139,LUT,SLICE_X13Y139
15,139,LUT,SLICE_X15Y139
17,139,LUT,SLICE_X17Y139
18,139,LUT,SLICE_X18Y139
21,139,LUT,SLICE_X21Y139
22,139,LUT,SLICE_X22Y139
23,139,LUT,SLICE_X23Y139
25,139,LUT,SLICE_X25Y139
26,139,LUT,SLICE_X26Y139
27,139,LUT,SLICE_X27Y139
30,139,LUT,SLICE_X30Y139
32,139,LUT,SLICE_X32Y139
33,139,LUT,SLICE_X33Y139
35,139,LUT,SLICE_X35Y139
36,139,LUT,SLICE_X36Y139
38,139,LUT,SLICE_X38Y139
41,139,LUT,SLICE_X41Y139
44,139,LUT,SLICE_X44Y139
46,139,LUT,SLICE_X46Y139
47,139,LUT,SLICE_X47Y139
0,138,LUT,SLICE_X0Y138
2,138,LUT,SLICE_X2Y138
3,138,LUT,SLICE_X3Y138
6,138,LUT,SLICE_X6Y138
7,138,LUT,SLICE_X7Y138
8,138,LUT,SLICE_X8Y138
10,138,LUT,SLICE_X10Y138
11,138,LUT,SLICE_X11Y138
12,138,LUT,SLICE_X12Y138
13,138,LUT,SLICE_X13Y138
15,138,LUT,SLICE_X15Y138
17,138,LUT,SLICE_X17Y138
18,138,LUT,SLICE_X18Y138
21,138,LUT,SLICE_X21Y138
22,138,LUT,SLICE_X22Y138
23,138,LUT,SLICE_X23Y138
25,138,LUT,SLICE_X25Y138
26,138,LUT,SLICE_X26Y138
27,138,LUT,SLICE_X27Y138
30,138,LUT,SLICE_X30Y138
32,138,LUT,SLICE_X32Y138
33,138,LUT,SLICE_X33Y138
35,138,LUT,SLICE_X35Y138
36,138,LUT,SLICE_X36Y138
38,138,LUT,SLICE_X38Y138
41,138,LUT,SLICE_X41Y138
44,138,LUT,SLICE_X44Y138
46,138,LUT,SLICE_X46Y138
47,138,LUT,SLICE_X47Y138
0,137,LUT,SLICE_X0Y137
2,137,LUT,SLICE_X2Y137
3,137,LUT,SLICE_X3Y137
6,137,LUT,SLICE_X6Y137
7,137,LUT,SLICE_X7Y137
8,137,LUT,SLICE_X8Y137
10,137,LUT,SLICE_X10Y137
11,137,LUT,SLICE_X11Y137
12,137,LUT,SLICE_X12Y137
13,137,LUT,SLICE_X13Y137
15,137,LUT,SLICE_X15Y137
17,137,LUT,SLICE_X17Y137
18,137,LUT,SLICE_X18Y137
21,137,LUT,SLICE_X21Y137
22,137,LUT,SLICE_X22Y137
23,137,LUT,SLICE_X23Y137
25,137,LUT,SLICE_X25Y137
26,137,LUT,SLICE_X26Y137
27,137,LUT,SLICE_X27Y137
30,137,LUT,SLICE_X30Y137
32,137,LUT,SLICE_X32Y137
33,137,LUT,SLICE_X33Y137
35,137,LUT,SLICE_X35Y137
36,137,LUT,SLICE_X36Y137
38,137,LUT,SLICE_X38Y137
41,137,LUT,SLICE_X41Y137
44,137,LUT,SLICE_X44Y137
46,137,LUT,SLICE_X46Y137
47,137,LUT,SLICE_X47Y137
0,136,LUT,SLICE_X0Y136
2,136,LUT,SLICE_X2Y136
3,136,LUT,SLICE_X3Y136
6,136,LUT,SLICE_X6Y136
7,136,LUT,SLICE_X7Y136
8,136,LUT,SLICE_X8Y136
10,136,LUT,SLICE_X10Y136
11,136,LUT,SLICE_X11Y136
12,136,LUT,SLICE_X12Y136
13,136,LUT,SLICE_X13Y136
15,136,LUT,SLICE_X15Y136
17,136,LUT,SLICE_X17Y136
18,136,LUT,SLICE_X18Y136
21,136,LUT,SLICE_X21Y136
22,136,LUT,SLICE_X22Y136
23,136,LUT,SLICE_X23Y136
25,136,LUT,SLICE_X25Y136
26,136,LUT,SLICE_X26Y136
27,136,LUT,SLICE_X27Y136
30,136,LUT,SLICE_X30Y136
32,136,LUT,SLICE_X32Y136
33,136,LUT,SLICE_X33Y136
35,136,LUT,SLICE_X35Y136
36,136,LUT,SLICE_X36Y136
38,136,LUT,SLICE_X38Y136
41,136,LUT,SLICE_X41Y136
44,136,LUT,SLICE_X44Y136
46,136,LUT,SLICE_X46Y136
47,136,LUT,SLICE_X47Y136
0,135,LUT,SLICE_X0Y135
2,135,LUT,SLICE_X2Y135
3,135,LUT,SLICE_X3Y135
6,135,LUT,SLICE_X6Y135
7,135,LUT,SLICE_X7Y135
8,135,LUT,SLICE_X8Y135
10,135,LUT,SLICE_X10Y135
11,135,LUT,SLICE_X11Y135
12,135,LUT,SLICE_X12Y135
13,135,LUT,SLICE_X13Y135
15,135,LUT,SLICE_X15Y135
17,135,LUT,SLICE_X17Y135
18,135,LUT,SLICE_X18Y135
21,135,LUT,SLICE_X21Y135
22,135,LUT,SLICE_X22Y135
23,135,LUT,SLICE_X23Y135
25,135,LUT,SLICE_X25Y135
26,135,LUT,SLICE_X26Y135
27,135,LUT,SLICE_X27Y135
30,135,LUT,SLICE_X30Y135
32,135,LUT,SLICE_X32Y135
33,135,LUT,SLICE_X33Y135
35,135,LUT,SLICE_X35Y135
36,135,LUT,SLICE_X36Y135
38,135,LUT,SLICE_X38Y135
41,135,LUT,SLICE_X41Y135
44,135,LUT,SLICE_X44Y135
46,135,LUT,SLICE_X46Y135
47,135,LUT,SLICE_X47Y135
0,134,LUT,SLICE_X0Y134
2,134,LUT,SLICE_X2Y134
3,134,LUT,SLICE_X3Y134
6,134,LUT,SLICE_X6Y134
7,134,LUT,SLICE_X7Y134
8,134,LUT,SLICE_X8Y134
10,134,LUT,SLICE_X10Y134
11,134,LUT,SLICE_X11Y134
12,134,LUT,SLICE_X12Y134
13,134,LUT,SLICE_X13Y134
15,134,LUT,SLICE_X15Y134
17,134,LUT,SLICE_X17Y134
18,134,LUT,SLICE_X18Y134
21,134,LUT,SLICE_X21Y134
22,134,LUT,SLICE_X22Y134
23,134,LUT,SLICE_X23Y134
25,134,LUT,SLICE_X25Y134
26,134,LUT,SLICE_X26Y134
27,134,LUT,SLICE_X27Y134
30,134,LUT,SLICE_X30Y134
32,134,LUT,SLICE_X32Y134
33,134,LUT,SLICE_X33Y134
35,134,LUT,SLICE_X35Y134
36,134,LUT,SLICE_X36Y134
38,134,LUT,SLICE_X38Y134
41,134,LUT,SLICE_X41Y134
44,134,LUT,SLICE_X44Y134
46,134,LUT,SLICE_X46Y134
47,134,LUT,SLICE_X47Y134
0,133,LUT,SLICE_X0Y133
2,133,LUT,SLICE_X2Y133
3,133,LUT,SLICE_X3Y133
6,133,LUT,SLICE_X6Y133
7,133,LUT,SLICE_X7Y133
8,133,LUT,SLICE_X8Y133
10,133,LUT,SLICE_X10Y133
11,133,LUT,SLICE_X11Y133
12,133,LUT,SLICE_X12Y133
13,133,LUT,SLICE_X13Y133
15,133,LUT,SLICE_X15Y133
17,133,LUT,SLICE_X17Y133
18,133,LUT,SLICE_X18Y133
21,133,LUT,SLICE_X21Y133
22,133,LUT,SLICE_X22Y133
23,133,LUT,SLICE_X23Y133
25,133,LUT,SLICE_X25Y133
26,133,LUT,SLICE_X26Y133
27,133,LUT,SLICE_X27Y133
30,133,LUT,SLICE_X30Y133
32,133,LUT,SLICE_X32Y133
33,133,LUT,SLICE_X33Y133
35,133,LUT,SLICE_X35Y133
36,133,LUT,SLICE_X36Y133
38,133,LUT,SLICE_X38Y133
41,133,LUT,SLICE_X41Y133
44,133,LUT,SLICE_X44Y133
46,133,LUT,SLICE_X46Y133
47,133,LUT,SLICE_X47Y133
0,132,LUT,SLICE_X0Y132
2,132,LUT,SLICE_X2Y132
3,132,LUT,SLICE_X3Y132
6,132,LUT,SLICE_X6Y132
7,132,LUT,SLICE_X7Y132
8,132,LUT,SLICE_X8Y132
10,132,LUT,SLICE_X10Y132
11,132,LUT,SLICE_X11Y132
12,132,LUT,SLICE_X12Y132
13,132,LUT,SLICE_X13Y132
15,132,LUT,SLICE_X15Y132
17,132,LUT,SLICE_X17Y132
18,132,LUT,SLICE_X18Y132
21,132,LUT,SLICE_X21Y132
22,132,LUT,SLICE_X22Y132
23,132,LUT,SLICE_X23Y132
25,132,LUT,SLICE_X25Y132
26,132,LUT,SLICE_X26Y132
27,132,LUT,SLICE_X27Y132
30,132,LUT,SLICE_X30Y132
32,132,LUT,SLICE_X32Y132
33,132,LUT,SLICE_X33Y132
35,132,LUT,SLICE_X35Y132
36,132,LUT,SLICE_X36Y132
38,132,LUT,SLICE_X38Y132
41,132,LUT,SLICE_X41Y132
44,132,LUT,SLICE_X44Y132
46,132,LUT,SLICE_X46Y132
47,132,LUT,SLICE_X47Y132
0,131,LUT,SLICE_X0Y131
2,131,LUT,SLICE_X2Y131
3,131,LUT,SLICE_X3Y131
6,131,LUT,SLICE_X6Y131
7,131,LUT,SLICE_X7Y131
8,131,LUT,SLICE_X8Y131
10,131,LUT,SLICE_X10Y131
11,131,LUT,SLICE_X11Y131
12,131,LUT,SLICE_X12Y131
13,131,LUT,SLICE_X13Y131
15,131,LUT,SLICE_X15Y131
17,131,LUT,SLICE_X17Y131
18,131,LUT,SLICE_X18Y131
21,131,LUT,SLICE_X21Y131
22,131,LUT,SLICE_X22Y131
23,131,LUT,SLICE_X23Y131
25,131,LUT,SLICE_X25Y131
26,131,LUT,SLICE_X26Y131
27,131,LUT,SLICE_X27Y131
30,131,LUT,SLICE_X30Y131
32,131,LUT,SLICE_X32Y131
33,131,LUT,SLICE_X33Y131
35,131,LUT,SLICE_X35Y131
36,131,LUT,SLICE_X36Y131
38,131,LUT,SLICE_X38Y131
41,131,LUT,SLICE_X41Y131
44,131,LUT,SLICE_X44Y131
46,131,LUT,SLICE_X46Y131
47,131,LUT,SLICE_X47Y131
0,130,LUT,SLICE_X0Y130
2,130,LUT,SLICE_X2Y130
3,130,LUT,SLICE_X3Y130
6,130,LUT,SLICE_X6Y130
7,130,LUT,SLICE_X7Y130
8,130,LUT,SLICE_X8Y130
10,130,LUT,SLICE_X10Y130
11,130,LUT,SLICE_X11Y130
12,130,LUT,SLICE_X12Y130
13,130,LUT,SLICE_X13Y130
15,130,LUT,SLICE_X15Y130
17,130,LUT,SLICE_X17Y130
18,130,LUT,SLICE_X18Y130
21,130,LUT,SLICE_X21Y130
22,130,LUT,SLICE_X22Y130
23,130,LUT,SLICE_X23Y130
25,130,LUT,SLICE_X25Y130
26,130,LUT,SLICE_X26Y130
27,130,LUT,SLICE_X27Y130
30,130,LUT,SLICE_X30Y130
32,130,LUT,SLICE_X32Y130
33,130,LUT,SLICE_X33Y130
35,130,LUT,SLICE_X35Y130
36,130,LUT,SLICE_X36Y130
38,130,LUT,SLICE_X38Y130
41,130,LUT,SLICE_X41Y130
44,130,LUT,SLICE_X44Y130
46,130,LUT,SLICE_X46Y130
47,130,LUT,SLICE_X47Y130
0,129,LUT,SLICE_X0Y129
2,129,LUT,SLICE_X2Y129
3,129,LUT,SLICE_X3Y129
6,129,LUT,SLICE_X6Y129
7,129,LUT,SLICE_X7Y129
8,129,LUT,SLICE_X8Y129
10,129,LUT,SLICE_X10Y129
11,129,LUT,SLICE_X11Y129
12,129,LUT,SLICE_X12Y129
13,129,LUT,SLICE_X13Y129
15,129,LUT,SLICE_X15Y129
17,129,LUT,SLICE_X17Y129
18,129,LUT,SLICE_X18Y129
21,129,LUT,SLICE_X21Y129
22,129,LUT,SLICE_X22Y129
23,129,LUT,SLICE_X23Y129
25,129,LUT,SLICE_X25Y129
26,129,LUT,SLICE_X26Y129
27,129,LUT,SLICE_X27Y129
