x,y,prim,raw
30,129,LUT,SLICE_X30Y129
32,129,LUT,SLICE_X32Y129
33,129,LUT,SLICE_X33Y129
35,129,LUT,SLICE_X35Y129
36,129,LUT,SLICE_X36Y129
38,129,LUT,SLICE_X38Y129
41,129,LUT,SLICE_X41Y129
44,129,LUT,SLICE_X44Y129
46,129,LUT,SLICE_X46Y129
47,129,LUT,SLICE_X47Y129
0,128,LUT,SLICE_X0Y128
2,128,LUT,SLICE_X2Y128
3,128,LUT,SLICE_X3Y128
6,128,LUT,SLICE_X6Y128
7,128,LUT,SLICE_X7Y128
8,128,LUT,SLICE_X8Y128
10,128,LUT,SLICE_X10Y128
11,128,LUT,SLICE_X11Y128
12,128,LUT,SLICE_X12Y128
13,128,LUT,SLICE_X13Y128
15,128,LUT,SLICE_X15Y128
17,128,LUT,SLICE_X17Y128
18,128,LUT,SLICE_X18Y128
21,128,LUT,SLICE_X21Y128
22,128,LUT,SLICE_X22Y128
23,128,LUT,SLICE_X23Y128
25,128,LUT,SLICE_X25Y128
26,128,LUT,SLICE_X26Y128
27,128,LUT,SLICE_X27Y128
30,128,LUT,SLICE_X30Y128
32,128,LUT,SLICE_X32Y128
33,128,LUT,SLICE_X33Y128
35,128,LUT,SLICE_X35Y128
36,128,LUT,SLICE_X36Y128
38,128,LUT,SLICE_X38Y128
41,128,LUT,SLICE_X41Y128
44,128,LUT,SLICE_X44Y128
46,128,LUT,SLICE_X46Y128
47,128,LUT,SLICE_X47Y128
0,127,LUT,SLICE_X0Y127
2,127,LUT,SLICE_X2Y127
3,127,LUT,SLICE_X3Y127
6,127,LUT,SLICE_X6Y127
7,127,LUT,SLICE_X7Y127
8,127,LUT,SLICE_X8Y127
10,127,LUT,SLICE_X10Y127
11,127,LUT,SLICE_X11Y127
12,127,LUT,SLICE_X12Y127
13,127,LUT,SLICE_X13Y127
15,127,LUT,SLICE_X15Y127
17,127,LUT,SLICE_X17Y127
18,127,LUT,SLICE_X18Y127
21,127,LUT,SLICE_X21Y127
22,127,LUT,SLICE_X22Y127
23,127,LUT,SLICE_X23Y127
25,127,LUT,SLICE_X25Y127
26,127,LUT,SLICE_X26Y127
27,127,LUT,SLICE_X27Y127
30,127,LUT,SLICE_X30Y127
32,127,LUT,SLICE_X32Y127
33,127,LUT,SLICE_X33Y127
35,127,LUT,SLICE_X35Y127
36,127,LUT,SLICE_X36Y127
38,127,LUT,SLICE_X38Y127
41,127,LUT,SLICE_X41Y127
44,127,LUT,SLICE_X44Y127
46,127,LUT,SLICE_X46Y127
47,127,LUT,SLICE_X47Y127
0,126,LUT,SLICE_X0Y126
2,126,LUT,SLICE_X2Y126
3,126,LUT,SLICE_X3Y126
6,126,LUT,SLICE_X6Y126
7,126,LUT,SLICE_X7Y126
8,126,LUT,SLICE_X8Y126
10,126,LUT,SLICE_X10Y126
11,126,LUT,SLICE_X11Y126
12,126,LUT,SLICE_X12Y126
13,126,LUT,SLICE_X13Y126
15,126,LUT,SLICE_X15Y126
17,126,LUT,SLICE_X17Y126
18,126,LUT,SLICE_X18Y126
21,126,LUT,SLICE_X21Y126
22,126,LUT,SLICE_X22Y126
23,126,LUT,SLICE_X23Y126
25,126,LUT,SLICE_X25Y126
26,126,LUT,SLICE_X26Y126
27,126,LUT,SLICE_X27Y126
30,126,LUT,SLICE_X30Y126
32,126,LUT,SLICE_X32Y126
33,126,LUT,SLICE_X33Y126
35,126,LUT,SLICE_X35Y126
36,126,LUT,SLICE_X36Y126
38,126,LUT,SLICE_X38Y126
41,126,LUT,SLICE_X41Y126
44,126,LUT,SLICE_X44Y126
46,126,LUT,SLICE_X46Y126
47,126,LUT,SLICE_X47Y126
0,125,LUT,SLICE_X0Y125
2,125,LUT,SLICE_X2Y125
3,125,LUT,SLICE_X3Y125
6,125,LUT,SLICE_X6Y125
7,125,LUT,SLICE_X7Y125
8,125,LUT,SLICE_X8Y125
10,125,LUT,SLICE_X10Y125
11,125,LUT,SLICE_X11Y125
12,125,LUT,SLICE_X12Y125
13,125,LUT,SLICE_X13Y125
15,125,LUT,SLICE_X15Y125
17,125,LUT,SLICE_X17Y125
18,125,LUT,SLICE_X18Y125
21,125,LUT,SLICE_X21Y125
22,125,LUT,SLICE_X22Y125
23,125,LUT,SLICE_X23Y125
25,125,LUT,SLICE_X25Y125
26,125,LUT,SLICE_X26Y125
27,125,LUT,SLICE_X27Y125
30,125,LUT,SLICE_X30Y125
32,125,LUT,SLICE_X32Y125
33,125,LUT,SLICE_X33Y125
35,125,LUT,SLICE_X35Y125
36,125,LUT,SLICE_X36Y125
38,125,LUT,SLICE_X38Y125
41,125,LUT,SLICE_X41Y125
44,125,LUT,SLICE_X44Y125
46,125,LUT,SLICE_X46Y125
47,125,LUT,SLICE_X47Y125
0,124,LUT,SLICE_X0Y124
2,124,LUT,SLICE_X2Y124
3,124,LUT,SLICE_X3Y124
6,124,LUT,SLICE_X6Y124
7,124,LUT,SLICE_X7Y124
8,124,LUT,SLICE_X8Y124
10,124,LUT,SLICE_X10Y124
11,124,LUT,SLICE_X11Y124
12,124,LUT,SLICE_X12Y124
13,124,LUT,SLICE_X13Y124
15,124,LUT,SLICE_X15Y124
17,124,LUT,SLICE_X17Y124
18,124,LUT,SLICE_X18Y124
21,124,LUT,SLICE_X21Y124
22,124,LUT,SLICE_X22Y124
23,124,LUT,SLICE_X23Y124
25,124,LUT,SLICE_X25Y124
26,124,LUT,SLICE_X26Y124
27,124,LUT,SLICE_X27Y124
30,124,LUT,SLICE_X30Y124
32,124,LUT,SLICE_X32Y124
33,124,LUT,SLICE_X33Y124
35,124,LUT,SLICE_X35Y124
36,124,LUT,SLICE_X36Y124
38,124,LUT,SLICE_X38Y124
41,124,LUT,SLICE_X41Y124
44,124,LUT,SLICE_X44Y124
46,124,LUT,SLICE_X46Y124
47,124,LUT,SLICE_X47Y124
0,123,LUT,SLICE_X0Y123
2,123,LUT,SLICE_X2Y123
3,123,LUT,SLICE_X3Y123
6,123,LUT,SLICE_X6Y123
7,123,LUT,SLICE_X7Y123
8,123,LUT,SLICE_X8Y123
10,123,LUT,SLICE_X10Y123
11,123,LUT,SLICE_X11Y123
12,123,LUT,SLICE_X12Y123
13,123,LUT,SLICE_X13Y123
15,123,LUT,SLICE_X15Y123
17,123,LUT,SLICE_X17Y123
18,123,LUT,SLICE_X18Y123
21,123,LUT,SLICE_X21Y123
22,123,LUT,SLICE_X22Y123
23,123,LUT,SLICE_X23Y123
25,123,LUT,SLICE_X25Y123
26,123,LUT,SLICE_X26Y123
27,123,LUT,SLICE_X27Y123
30,123,LUT,SLICE_X30Y123
32,123,LUT,SLICE_X32Y123
33,123,LUT,SLICE_X33Y123
35,123,LUT,SLICE_X35Y123
36,123,LUT,SLICE_X36Y123
38,123,LUT,SLICE_X38Y123
41,123,LUT,SLICE_X41Y123
44,123,LUT,SLICE_X44Y123
46,123,LUT,SLICE_X46Y123
47,123,LUT,SLICE_X47Y123
0,122,LUT,SLICE_X0Y122
2,122,LUT,SLICE_X2Y122
3,122,LUT,SLICE_X3Y122
6,122,LUT,SLICE_X6Y122
7,122,LUT,SLICE_X7Y122
8,122,LUT,SLICE_X8Y122
10,122,LUT,SLICE_X10Y122
11,122,LUT,SLICE_X11Y122
12,122,LUT,SLICE_X12Y122
13,122,LUT,SLICE_X13Y122
15,122,LUT,SLICE_X15Y122
17,122,LUT,SLICE_X17Y122
18,122,LUT,SLICE_X18Y122
21,122,LUT,SLICE_X21Y122
22,122,LUT,SLICE_X22Y122
23,122,LUT,SLICE_X23Y122
25,122,LUT,SLICE_X25Y122
26,122,LUT,SLICE_X26Y122
27,122,LUT,SLICE_X27Y122
30,122,LUT,SLICE_X30Y122
32,122,LUT,SLICE_X32Y122
33,122,LUT,SLICE_X33Y122
35,122,LUT,SLICE_X35Y122
36,122,LUT,SLICE_X36Y122
38,122,LUT,SLICE_X38Y122
41,122,LUT,SLICE_X41Y122
44,122,LUT,SLICE_X44Y122
46,122,LUT,SLICE_X46Y122
47,122,LUT,SLICE_X47Y122
0,121,LUT,SLICE_X0Y121
2,121,LUT,SLICE_X2Y121
3,121,LUT,SLICE_X3Y121
6,121,LUT,SLICE_X6Y121
7,121,LUT,SLICE_X7Y121
8,121,LUT,SLICE_X8Y121
10,121,LUT,SLICE_X10Y121
11,121,LUT,SLICE_X11Y121
12,121,LUT,SLICE_X12Y121
13,121,LUT,SLICE_X13Y121
15,121,LUT,SLICE_X15Y121
17,121,LUT,SLICE_X17Y121
18,121,LUT,SLICE_X18Y121
21,121,LUT,SLICE_X21Y121
22,121,LUT,SLICE_X22Y121
23,121,LUT,SLICE_X23Y121
25,121,LUT,SLICE_X25Y121
26,121,LUT,SLICE_X26Y121
27,121,LUT,SLICE_X27Y121
30,121,LUT,SLICE_X30Y121
32,121,LUT,SLICE_X32Y121
33,121,LUT,SLICE_X33Y121
35,121,LUT,SLICE_X35Y121
36,121,LUT,SLICE_X36Y121
38,121,LUT,SLICE_X38Y121
41,121,LUT,SLICE_X41Y121
44,121,LUT,SLICE_X44Y121
46,121,LUT,SLICE_X46Y121
47,121,LUT,SLICE_X47Y121
0,120,LUT,SLICE_X0Y120
2,120,LUT,SLICE_X2Y120
3,120,LUT,SLICE_X3Y120
6,120,LUT,SLICE_X6Y120
7,120,LUT,SLICE_X7Y120
8,120,LUT,SLICE_X8Y120
10,120,LUT,SLICE_X10Y120
11,120,LUT,SLICE_X11Y120
12,120,LUT,SLICE_X12Y120
13,120,LUT,SLICE_X13Y120
15,120,LUT,SLICE_X15Y120
17,120,LUT,SLICE_X17Y120
18,120,LUT,SLICE_X18Y120
21,120,LUT,SLICE_X21Y120
22,120,LUT,SLICE_X22Y120
23,120,LUT,SLICE_X23Y120
25,120,LUT,SLICE_X25Y120
26,120,LUT,SLICE_X26Y120
27,120,LUT,SLICE_X27Y120
30,120,LUT,SLICE_X30Y120
32,120,LUT,SLICE_X32Y120
33,120,LUT,SLICE_X33Y120
35,120,LUT,SLICE_X35Y120
36,120,LUT,SLICE_X36Y120
38,120,LUT,SLICE_X38Y120
41,120,LUT,SLICE_X41Y120
44,120,LUT,SLICE_X44Y120
46,120,LUT,SLICE_X46Y120
47,120,LUT,SLICE_X47Y120
0,119,LUT,SLICE_X0Y119
2,119,LUT,SLICE_X2Y119
3,119,LUT,SLICE_X3Y119
6,119,LUT,SLICE_X6Y119
7,119,LUT,SLICE_X7Y119
8,119,LUT,SLICE_X8Y119
10,119,LUT,SLICE_X10Y119
11,119,LUT,SLICE_X11Y119
12,119,LUT,SLICE_X12Y119
13,119,LUT,SLICE_X13Y119
15,119,LUT,SLICE_X15Y119
17,119,LUT,SLICE_X17Y119
18,119,LUT,SLICE_X18Y119
21,119,LUT,SLICE_X21Y119
22,119,LUT,SLICE_X22Y119
23,119,LUT,SLICE_X23Y119
25,119,LUT,SLICE_X25Y119
26,119,LUT,SLICE_X26Y119
27,119,LUT,SLICE_X27Y119
30,119,LUT,SLICE_X30Y119
32,119,LUT,SLICE_X32Y119
33,119,LUT,SLICE_X33Y119
35,119,LUT,SLICE_X35Y119
36,119,LUT,SLICE_X36Y119
38,119,LUT,SLICE_X38Y119
41,119,LUT,SLICE_X41Y119
44,119,LUT,SLICE_X44Y119
46,119,LUT,SLICE_X46Y119
47,119,LUT,SLICE_X47Y119
0,118,LUT,SLICE_X0Y118
2,118,LUT,SLICE_X2Y118
3,118,LUT,SLICE_X3Y118
6,118,LUT,SLICE_X6Y118
7,118,LUT,SLICE_X7Y118
8,118,LUT,SLICE_X8Y118
10,118,LUT,SLICE_X10Y118
11,118,LUT,SLICE_X11Y118
12,118,LUT,SLICE_X12Y118
13,118,LUT,SLICE_X13Y118
15,118,LUT,SLICE_X15Y118
17,118,LUT,SLICE_X17Y118
18,118,LUT,SLICE_X18Y118
21,118,LUT,SLICE_X21Y118
22,118,LUT,SLICE_X22Y118
23,118,LUT,SLICE_X23Y118
25,118,LUT,SLICE_X25Y118
26,118,LUT,SLICE_X26Y118
27,118,LUT,SLICE_X27Y118
30,118,LUT,SLICE_X30Y118
32,118,LUT,SLICE_X32Y118
33,118,LUT,SLICE_X33Y118
35,118,LUT,SLICE_X35Y118
36,118,LUT,SLICE_X36Y118
38,118,LUT,SLICE_X38Y118
41,118,LUT,SLICE_X41Y118
44,118,LUT,SLICE_X44Y118
46,118,LUT,SLICE_X46Y118
47,118,LUT,SLICE_X47Y118
0,117,LUT,SLICE_X0Y117
2,117,LUT,SLICE_X2Y117
3,117,LUT,SLICE_X3Y117
6,117,LUT,SLICE_X6Y117
7,117,LUT,SLICE_X7Y117
8,117,LUT,SLICE_X8Y117
10,117,LUT,SLICE_X10Y117
11,117,LUT,SLICE_X11Y117
12,117,LUT,SLICE_X12Y117
13,117,LUT,SLICE_X13Y117
15,117,LUT,SLICE_X15Y117
17,117,LUT,SLICE_X17Y117
18,117,LUT,SLICE_X18Y117
21,117,LUT,SLICE_X21Y117
22,117,LUT,SLICE_X22Y117
23,117,LUT,SLICE_X23Y117
25,117,LUT,SLICE_X25Y117
26,117,LUT,SLICE_X26Y117
27,117,LUT,SLICE_X27Y117
30,117,LUT,SLICE_X30Y117
32,117,LUT,SLICE_X32Y117
33,117,LUT,SLICE_X33Y117
35,117,LUT,SLICE_X35Y117
36,117,LUT,SLICE_X36Y117
38,117,LUT,SLICE_X38Y117
41,117,LUT,SLICE_X41Y117
44,117,LUT,SLICE_X44Y117
46,117,LUT,SLICE_X46Y117
47,117,LUT,SLICE_X47Y117
0,116,LUT,SLICE_X0Y116
2,116,LUT,SLICE_X2Y116
3,116,LUT,SLICE_X3Y116
6,116,LUT,SLICE_X6Y116
7,116,LUT,SLICE_X7Y116
8,116,LUT,SLICE_X8Y116
10,116,LUT,SLICE_X10Y116
11,116,LUT,SLICE_X11Y116
12,116,LUT,SLICE_X12Y116
13,116,LUT,SLICE_X13Y116
15,116,LUT,SLICE_X15Y116
17,116,LUT,SLICE_X17Y116
18,116,LUT,SLICE_X18Y116
21,116,LUT,SLICE_X21Y116
22,116,LUT,SLICE_X22Y116
23,116,LUT,SLICE_X23Y116
25,116,LUT,SLICE_X25Y116
26,116,LUT,SLICE_X26Y116
27,116,LUT,SLICE_X27Y116
30,116,LUT,SLICE_X30Y116
32,116,LUT,SLICE_X32Y116
33,116,LUT,SLICE_X33Y116
35,116,LUT,SLICE_X35Y116
36,116,LUT,SLICE_X36Y116
38,116,LUT,SLICE_X38Y116
41,116,LUT,SLICE_X41Y116
44,116,LUT,SLICE_X44Y116
46,116,LUT,SLICE_X46Y116
47,116,LUT,SLICE_X47Y116
0,115,LUT,SLICE_X0Y115
2,115,LUT,SLICE_X2Y115
3,115,LUT,SLICE_X3Y115
6,115,LUT,SLICE_X6Y115
7,115,LUT,SLICE_X7Y115
8,115,LUT,SLICE_X8Y115
10,115,LUT,SLICE_X10Y115
11,115,LUT,SLICE_X11Y115
12,115,LUT,SLICE_X12Y115
13,115,LUT,SLICE_X13Y115
15,115,LUT,SLICE_X15Y115
17,115,LUT,SLICE_X17Y115
18,115,LUT,SLICE_X18Y115
21,115,LUT,SLICE_X21Y115
22,115,LUT,SLICE_X22Y115
23,115,LUT,SLICE_X23Y115
25,115,LUT,SLICE_X25Y115
26,115,LUT,SLICE_X26Y115
27,115,LUT,SLICE_X27Y115
30,115,LUT,SLICE_X30Y115
32,115,LUT,SLICE_X32Y115
33,115,LUT,SLICE_X33Y115
35,115,LUT,SLICE_X35Y115
36,115,LUT,SLICE_X36Y115
38,115,LUT,SLICE_X38Y115
41,115,LUT,SLICE_X41Y115
44,115,LUT,SLICE_X44Y115
46,115,LUT,SLICE_X46Y115
47,115,LUT,SLICE_X47Y115
0,114,LUT,SLICE_X0Y114
2,114,LUT,SLICE_X2Y114
3,114,LUT,SLICE_X3Y114
6,114,LUT,SLICE_X6Y114
7,114,LUT,SLICE_X7Y114
8,114,LUT,SLICE_X8Y114
10,114,LUT,SLICE_X10Y114
11,114,LUT,SLICE_X11Y114
12,114,LUT,SLICE_X12Y114
13,114,LUT,SLICE_X13Y114
15,114,LUT,SLICE_X15Y114
17,114,LUT,SLICE_X17Y114
18,114,LUT,SLICE_X18Y114
21,114,LUT,SLICE_X21Y114
22,114,LUT,SLICE_X22Y114
23,114,LUT,SLICE_X23Y114
25,114,LUT,SLICE_X25Y114
26,114,LUT,SLICE_X26Y114
27,114,LUT,SLICE_X27Y114
30,114,LUT,SLICE_X30Y114
32,114,LUT,SLICE_X32Y114
33,114,LUT,SLICE_X33Y114
35,114,LUT,SLICE_X35Y114
36,114,LUT,SLICE_X36Y114
38,114,LUT,SLICE_X38Y114
41,114,LUT,SLICE_X41Y114
44,114,LUT,SLICE_X44Y114
46,114,LUT,SLICE_X46Y114
47,114,LUT,SLICE_X47Y114
0,113,LUT,SLICE_X0Y113
2,113,LUT,SLICE_X2Y113
3,113,LUT,SLICE_X3Y113
6,113,LUT,SLICE_X6Y113
7,113,LUT,SLICE_X7Y113
8,113,LUT,SLICE_X8Y113
10,113,LUT,SLICE_X10Y113
11,113,LUT,SLICE_X11Y113
12,113,LUT,SLICE_X12Y113
13,113,LUT,SLICE_X13Y113
15,113,LUT,SLICE_X15Y113
17,113,LUT,SLICE_X17Y113
18,113,LUT,SLICE_X18Y113
21,113,LUT,SLICE_X21Y113
22,113,LUT,SLICE_X22Y113
23,113,LUT,SLICE_X23Y113
25,113,LUT,SLICE_X25Y113
26,113,LUT,SLICE_X26Y113
27,113,LUT,SLICE_X27Y113
30,113,LUT,SLICE_X30Y113
32,113,LUT,SLICE_X32Y113
33,113,LUT,SLICE_X33Y113
35,113,LUT,SLICE_X35Y113
36,113,LUT,SLICE_X36Y113
38,113,LUT,SLICE_X38Y113
41,113,LUT,SLICE_X41Y113
44,113,LUT,SLICE_X44Y113
46,113,LUT,SLICE_X46Y113
47,113,LUT,SLICE_X47Y113
0,112,LUT,SLICE_X0Y112
2,112,LUT,SLICE_X2Y112
3,112,LUT,SLICE_X3Y112
6,112,LUT,SLICE_X6Y112
7,112,LUT,SLICE_X7Y112
8,112,LUT,SLICE_X8Y112
10,112,LUT,SLICE_X10Y112
11,112,LUT,SLICE_X11Y112
12,112,LUT,SLICE_X12Y112
13,112,LUT,SLICE_X13Y112
15,112,LUT,SLICE_X15Y112
17,112,LUT,SLICE_X17Y112
18,112,LUT,SLICE_X18Y112
21,112,LUT,SLICE_X21Y112
22,112,LUT,SLICE_X22Y112
23,112,LUT,SLICE_X23Y112
25,112,LUT,SLICE_X25Y112
26,112,LUT,SLICE_X26Y112
27,112,LUT,SLICE_X27Y112
30,112,LUT,SLICE_X30Y112
32,112,LUT,SLICE_X32Y112
33,112,LUT,SLICE_X33Y112
35,112,LUT,SLICE_X35Y112
36,112,LUT,SLICE_X36Y112
38,112,LUT,SLICE_X38Y112
41,112,LUT,SLICE_X41Y112
44,112,LUT,SLICE_X44Y112
46,112,LUT,SLICE_X46Y112
47,112,LUT,SLICE_X47Y112
0,111,LUT,SLICE_X0Y111
2,111,LUT,SLICE_X2Y111
3,111,LUT,SLICE_X3Y111
6,111,LUT,SLICE_X6Y111
7,111,LUT,SLICE_X7Y111
8,111,LUT,SLICE_X8Y111
10,111,LUT,SLICE_X10Y111
11,111,LUT,SLICE_X11Y111
12,111,LUT,SLICE_X12Y111
13,111,LUT,SLICE_X13Y111
15,111,LUT,SLICE_X15Y111
17,111,LUT,SLICE_X17Y111
18,111,LUT,SLICE_X18Y111
21,111,LUT,SLICE_X21Y111
22,111,LUT,SLICE_X22Y111
23,111,LUT,SLICE_X23Y111
25,111,LUT,SLICE_X25Y111
26,111,LUT,SLICE_X26Y111
27,111,LUT,SLICE_X27Y111
30,111,LUT,SLICE_X30Y111
32,111,LUT,SLICE_X32Y111
33,111,LUT,SLICE_X33Y111
35,111,LUT,SLICE_X35Y111
36,111,LUT,SLICE_X36Y111
38,111,LUT,SLICE_X38Y111
41,111,LUT,SLICE_X41Y111
44,111,LUT,SLICE_X44Y111
46,111,LUT,SLICE_X46Y111
47,111,LUT,SLICE_X47Y111
0,110,LUT,SLICE_X0Y110
2,110,LUT,SLICE_X2Y110
3,110,LUT,SLICE_X3Y110
6,110,LUT,SLICE_X6Y110
7,110,LUT,SLICE_X7Y110
8,110,LUT,SLICE_X8Y110
10,110,LUT,SLICE_X10Y110
11,110,LUT,SLICE_X11Y110
12,110,LUT,SLICE_X12Y110
13,110,LUT,SLICE_X13Y110
15,110,LUT,SLICE_X15Y110
17,110,LUT,SLICE_X17Y110
18,110,LUT,SLICE_X18Y110
21,110,LUT,SLICE_X21Y110
22,110,LUT,SLICE_X22Y110
23,110,LUT,SLICE_X23Y110
25,110,LUT,SLICE_X25Y110
26,110,LUT,SLICE_X26Y110
27,110,LUT,SLICE_X27Y110
30,110,LUT,SLICE_X30Y110
32,110,LUT,SLICE_X32Y110
33,110,LUT,SLICE_X33Y110
35,110,LUT,SLICE_X35Y110
36,110,LUT,SLICE_X36Y110
38,110,LUT,SLICE_X38Y110
41,110,LUT,SLICE_X41Y110
44,110,LUT,SLICE_X44Y110
46,110,LUT,SLICE_X46Y110
47,110,LUT,SLICE_X47Y110
0,109,LUT,SLICE_X0Y109
2,109,LUT,SLICE_X2Y109
3,109,LUT,SLICE_X3Y109
6,109,LUT,SLICE_X6Y109
7,109,LUT,SLICE_X7Y109
8,109,LUT,SLICE_X8Y109
10,109,LUT,SLICE_X10Y109
11,109,LUT,SLICE_X11Y109
12,109,LUT,SLICE_X12Y109
13,109,LUT,SLICE_X13Y109
15,109,LUT,SLICE_X15Y109
17,109,LUT,SLICE_X17Y109
18,109,LUT,SLICE_X18Y109
21,109,LUT,SLICE_X21Y109
22,109,LUT,SLICE_X22Y109
23,109,LUT,SLICE_X23Y109
25,109,LUT,SLICE_X25Y109
26,109,LUT,SLICE_X26Y109
27,109,LUT,SLICE_X27Y109
30,109,LUT,SLICE_X30Y109
32,109,LUT,SLICE_X32Y109
33,109,LUT,SLICE_X33Y109
35,109,LUT,SLICE_X35Y109
36,109,LUT,SLICE_X36Y109
38,109,LUT,SLICE_X38Y109
41,109,LUT,SLICE_X41Y109
44,109,LUT,SLICE_X44Y109
46,109,LUT,SLICE_X46Y109
47,109,LUT,SLICE_X47Y109
0,108,LUT,SLICE_X0Y108
2,108,LUT,SLICE_X2Y108
3,108,LUT,SLICE_X3Y108
6,108,LUT,SLICE_X6Y108
7,108,LUT,SLICE_X7Y108
8,108,LUT,SLICE_X8Y108
10,108,LUT,SLICE_X10Y108
11,108,LUT,SLICE_X11Y108
12,108,LUT,SLICE_X12Y108
13,108,LUT,SLICE_X13Y108
15,108,LUT,SLICE_X15Y108
17,108,LUT,SLICE_X17Y108
18,108,LUT,SLICE_X18Y108
21,108,LUT,SLICE_X21Y108
22,108,LUT,SLICE_X22Y108
23,108,LUT,SLICE_X23Y108
25,108,LUT,SLICE_X25Y108
26,108,LUT,SLICE_X26Y108
27,108,LUT,SLICE_X27Y108
30,108,LUT,SLICE_X30Y108
32,108,LUT,SLICE_X32Y108
33,108,LUT,SLICE_X33Y108
35,108,LUT,SLICE_X35Y108
36,108,LUT,SLICE_X36Y108
38,108,LUT,SLICE_X38Y108
41,108,LUT,SLICE_X41Y108
44,108,LUT,SLICE_X44Y108
46,108,LUT,SLICE_X46Y108
47,108,LUT,SLICE_X47Y108
0,107,LUT,SLICE_X0Y107
2,107,LUT,SLICE_X2Y107
3,107,LUT,SLICE_X3Y107
6,107,LUT,SLICE_X6Y107
7,107,LUT,SLICE_X7Y107
8,107,LUT,SLICE_X8Y107
10,107,LUT,SLICE_X10Y107
11,107,LUT,SLICE_X11Y107
12,107,LUT,SLICE_X12Y107
13,107,LUT,SLICE_X13Y107
15,107,LUT,SLICE_X15Y107
17,107,LUT,SLICE_X17Y107
18,107,LUT,SLICE_X18Y107
21,107,LUT,SLICE_X21Y107
22,107,LUT,SLICE_X22Y107
23,107,LUT,SLICE_X23Y107
25,107,LUT,SLICE_X25Y107
26,107,LUT,SLICE_X26Y107
27,107,LUT,SLICE_X27Y107
30,107,LUT,SLICE_X30Y107
32,107,LUT,SLICE_X32Y107
33,107,LUT,SLICE_X33Y107
35,107,LUT,SLICE_X35Y107
36,107,LUT,SLICE_X36Y107
38,107,LUT,SLICE_X38Y107
41,107,LUT,SLICE_X41Y107
44,107,LUT,SLICE_X44Y107
46,107,LUT,SLICE_X46Y107
47,107,LUT,SLICE_X47Y107
0,106,LUT,SLICE_X0Y106
2,106,LUT,SLICE_X2Y106
3,106,LUT,SLICE_X3Y106
6,106,LUT,SLICE_X6Y106
7,106,LUT,SLICE_X7Y106
8,106,LUT,SLICE_X8Y106
10,106,LUT,SLICE_X10Y106
11,106,LUT,SLICE_X11Y106
12,106,LUT,SLICE_X12Y106
13,106,LUT,SLICE_X13Y106
15,106,LUT,SLICE_X15Y106
17,106,LUT,SLICE_X17Y106
18,106,LUT,SLICE_X18Y106
21,106,LUT,SLICE_X21Y106
22,106,LUT,SLICE_X22Y106
23,106,LUT,SLICE_X23Y106
25,106,LUT,SLICE_X25Y106
26,106,LUT,SLICE_X26Y106
27,106,LUT,SLICE_X27Y106
30,106,LUT,SLICE_X30Y106
32,106,LUT,SLICE_X32Y106
33,106,LUT,SLICE_X33Y106
35,106,LUT,SLICE_X35Y106
36,106,LUT,SLICE_X36Y106
38,106,LUT,SLICE_X38Y106
41,106,LUT,SLICE_X41Y106
44,106,LUT,SLICE_X44Y106
46,106,LUT,SLICE_X46Y106
47,106,LUT,SLICE_X47Y106
0,105,LUT,SLICE_X0Y105
2,105,LUT,SLICE_X2Y105
3,105,LUT,SLICE_X3Y105
6,105,LUT,SLICE_X6Y105
7,105,LUT,SLICE_X7Y105
8,105,LUT,SLICE_X8Y105
10,105,LUT,SLICE_X10Y105
11,105,LUT,SLICE_X11Y105
12,105,LUT,SLICE_X12Y105
13,105,LUT,SLICE_X13Y105
15,105,LUT,SLICE_X15Y105
17,105,LUT,SLICE_X17Y105
18,105,LUT,SLICE_X18Y105
21,105,LUT,SLICE_X21Y105
22,105,LUT,SLICE_X22Y105
23,105,LUT,SLICE_X23Y105
25,105,LUT,SLICE_X25Y105
26,105,LUT,SLICE_X26Y105
27,105,LUT,SLICE_X27Y105
30,105,LUT,SLICE_X30Y105
32,105,LUT,SLICE_X32Y105
33,105,LUT,SLICE_X33Y105
35,105,LUT,SLICE_X35Y105
36,105,LUT,SLICE_X36Y105
38,105,LUT,SLICE_X38Y105
41,105,LUT,SLICE_X41Y105
44,105,LUT,SLICE_X44Y105
46,105,LUT,SLICE_X46Y105
47,105,LUT,SLICE_X47Y105
0,104,LUT,SLICE_X0Y104
2,104,LUT,SLICE_X2Y104
3,104,LUT,SLICE_X3Y104
6,104,LUT,SLICE_X6Y104
7,104,LUT,SLICE_X7Y104
8,104,LUT,SLICE_X8Y104
10,104,LUT,SLICE_X10Y104
11,104,LUT,SLICE_X11Y104
12,104,LUT,SLICE_X12Y104
13,104,LUT,SLICE_X13Y104
15,104,LUT,SLICE_X15Y104
17,104,LUT,SLICE_X17Y104
18,104,LUT,SLICE_X18Y104
21,104,LUT,SLICE_X21Y104
22,104,LUT,SLICE_X22Y104
23,104,LUT,SLICE_X23Y104
25,104,LUT,SLICE_X25Y104
26,104,LUT,SLICE_X26Y104
27,104,LUT,SLICE_X27Y104
30,104,LUT,SLICE_X30Y104
32,104,LUT,SLICE_X32Y104
33,104,LUT,SLICE_X33Y104
35,104,LUT,SLICE_X35Y104
36,104,LUT,SLICE_X36Y104
38,104,LUT,SLICE_X38Y104
41,104,LUT,SLICE_X41Y104
44,104,LUT,SLICE_X44Y104
46,104,LUT,SLICE_X46Y104
47,104,LUT,SLICE_X47Y104
0,103,LUT,SLICE_X0Y103
